"","day","startName","endName","startX","startY","endX","endY","od"
"37184",5,"10号线南京东路","2号线南京西路",121.4804801,31.23953637,121.456491,31.2324438,873
"37185",5,"10号线南京东路","2号线唐镇",121.4804801,31.23953637,121.6520733,31.2160343,241
"37186",5,"10号线南京东路","2号线威宁路",121.4804801,31.23953637,121.3832427,31.2168369,112
"37187",5,"10号线南京东路","2号线娄山关路",121.4804801,31.23953637,121.399198,31.2131264,248
"37188",5,"10号线南京东路","2号线川沙",121.4804801,31.23953637,121.6951603,31.189752,174
"37189",5,"10号线南京东路","2号线广兰路",121.4804801,31.23953637,121.6163231,31.2129523,460
"37190",5,"10号线南京东路","2号线张江高科",121.4804801,31.23953637,121.583795,31.2038118,305
"37191",5,"10号线南京东路","2号线徐泾东",121.4804801,31.23953637,121.2971092,31.1914812,420
"37192",5,"10号线南京东路","2号线江苏路",121.4804801,31.23953637,121.4263265,31.22133048,136
"37193",5,"10号线南京东路","2号线淞虹路",121.4804801,31.23953637,121.3546248,31.22004334,321
"37194",5,"10号线南京东路","2号线虹桥火车站",121.4804801,31.23953637,121.3161005,31.1963569,285
"37195",5,"10号线南京东路","2号线金科路",121.4804801,31.23953637,121.5977771,31.20644623,308
"37196",5,"10号线南京东路","2号线陆家嘴",121.4804801,31.23953637,121.4979966,31.2403926,958
"37197",5,"10号线南京东路","2号线静安寺",121.4804801,31.23953637,121.4436032,31.22599777,387
"37198",5,"10号线南京东路","2号线龙阳路",121.4804801,31.23953637,121.5505807,31.20539291,393
"37199",5,"10号线南京东路","3号线上海南站",121.4804801,31.23953637,121.4230072,31.152805,186
"37200",5,"10号线南京东路","3号线龙漕路",121.4804801,31.23953637,121.4398385,31.1712805,104
"37201",5,"10号线南京东路","4号线世纪大道",121.4804801,31.23953637,121.5227508,31.23077801,274
"37202",5,"10号线南京东路","6号线金桥路",121.4804801,31.23953637,121.5774224,31.25880329,141
"37203",5,"10号线南京东路","7号线上海大学站",121.4804801,31.23953637,121.3839339,31.322363,119
"37204",5,"10号线南京东路","8号线人民广场",121.4804801,31.23953637,121.4703067,31.23632887,111
"37205",5,"10号线南京东路","8号线四平路",121.4804801,31.23953637,121.4969964,31.27682312,203
"37206",5,"10号线南京东路","8号线延吉中路",121.4804801,31.23953637,121.530645,31.290732,122
"37207",5,"10号线南京东路","8号线成山路",121.4804801,31.23953637,121.4917616,31.172885,126
"37208",5,"10号线南京东路","8号线曲阳路",121.4804801,31.23953637,121.485791,31.2785073,120
"37209",5,"10号线南京东路","8号线杨思",121.4804801,31.23953637,121.4892094,31.16315312,138
"37210",5,"10号线南京东路","8号线沈杜公路",121.4804801,31.23953637,121.5081714,31.0605003,261
"37211",5,"10号线南京东路","8号线耀华路",121.4804801,31.23953637,121.4901661,31.18077793,101
"37212",5,"10号线南京东路","8号线老西门",121.4804801,31.23953637,121.4785375,31.22078678,231
"37213",5,"10号线南京东路","8号线芦恒路",121.4804801,31.23953637,121.4938452,31.1202197,109
"37214",5,"10号线南京东路","8号线虹口足球场",121.4804801,31.23953637,121.4749533,31.27188514,195
"37215",5,"10号线南京东路","8号线陆家浜路",121.4804801,31.23953637,121.4815219,31.21383301,124
"37216",5,"10号线南京东路","9号线七宝",121.4804801,31.23953637,121.3442488,31.1572981,119
"37217",5,"10号线南京东路","9号线九亭",121.4804801,31.23953637,121.314195,31.1393075,140
"37218",5,"10号线南京东路","9号线打浦桥",121.4804801,31.23953637,121.4638882,31.2071756,154
"37219",5,"10号线南京东路","9号线松江大学城",121.4804801,31.23953637,121.22817,31.05620118,213
"37220",5,"10号线同济大学","10号线上海图书馆",121.5020918,31.2844081,121.4397098,31.21001651,160
"37221",5,"10号线同济大学","10号线五角场",121.5020918,31.2844081,121.5100904,31.2997294,1442
"37222",5,"10号线同济大学","10号线交通大学",121.5020918,31.2844081,121.4306649,31.2041254,174
"37223",5,"10号线同济大学","10号线南京东路",121.5020918,31.2844081,121.4804801,31.23953637,473
